,HPPR_G
703,1.44
704,0.97
705,1.1300000000000001
706,0.55
707,14.5
708,13.600000000000001
709,19.5
710,7.414999999999999
711,6.755
712,4.74
713,1.12
714,1.615
715,0.95
716,18.2
717,18.1
718,8.09
719,7.175
720,7.19
721,5.04
722,8.64
723,1.565
724,1.38
725,1.105
726,0.6699999999999999
727,14.65
728,14.850000000000001
729,7.105
730,3.54
731,3.645
732,4.46
733,2.605
734,1.315
735,8.555
736,7.865
737,5.5
738,3.03
739,2.0549999999999997
740,1.18
741,0.535
742,18.05
743,12.285
744,10.085
745,5.529999999999999
746,3.3099999999999996
747,1.46
748,0.82
749,0.69
750,15.2
751,12.754999999999999
752,8.5
753,4.78
754,1.92
755,1.78
756,1.325
757,1.13
758,0.5349999999999999
759,15.600000000000001
760,8.99
761,2.11
762,2.23
763,2.45
764,17.75
765,15.85
766,11.600000000000001
767,4.525
768,4.24
769,4.475
770,2.045
771,0.98
772,17.950000000000003
773,10.614999999999998
774,12.649999999999999
775,10.3
776,4.98
777,3.2750000000000004
778,3.045
779,3.07
780,2.2
781,1.1949999999999998
782,15.600000000000001
783,11.899999999999999
784,9.83
785,8.99
786,4.98
787,2.11
788,2.23
789,2.45
790,1.395
791,0.69
792,8.59
793,8.1
794,5.93
795,4.675
796,4.09
797,1.23
798,0.9299999999999999
799,18.549999999999997
800,9.615
801,11.25
802,2.25
803,2.27
804,2.615
805,1.8800000000000001
806,0.5549999999999999
807,12.5
808,14.8
809,7.44
810,6.465
811,4.01
812,3.16
813,2.6399999999999997
814,1.98
815,7.51
816,6.945
817,2.635
818,2.0949999999999998
819,2.23
820,10.695
821,9.19
822,6.720000000000001
823,6.075
824,5.82
825,5.125
826,20.2
827,9.315
828,8.545000000000002
829,8.365
830,6.285
831,7.74
832,3.465
833,0.91
834,18.6
835,9.64
836,10.05
837,6.89
838,7.414999999999999
839,6.67
840,1.0150000000000001
841,11.18
842,10.254999999999999
843,17.8
844,6.0
845,3.525
846,1.4249999999999998
847,2.885
848,24.35
849,11.79
850,11.9
851,10.815000000000001
852,6.3
853,6.255000000000001
854,4.69
855,2.2199999999999998
856,1.94
857,1.605
858,10.594999999999999
859,10.34
860,10.95
861,17.15
862,8.25
863,4.970000000000001
864,3.7249999999999996
865,2.85
866,1.86
867,1.5150000000000001
868,18.7
869,10.225
870,7.539999999999999
871,4.055
872,4.355
873,2.44
874,1.255
875,2.115
876,1.27
877,20.75
878,20.2
879,9.02
880,7.209999999999999
881,4.77
882,7.395
883,3.775
884,1.745
885,0.7549999999999999
886,25.799999999999997
887,12.5
888,13.649999999999999
889,9.04
890,6.99
891,2.685
892,1.74
893,1.855
894,0.5549999999999999
895,0.7050000000000001
896,11.25
897,11.85
898,9.305
899,6.82
900,5.01
901,5.595000000000001
902,4.015
903,2.4299999999999997
904,1.5
905,7.58
906,11.850000000000001
907,9.075
908,1.745
909,14.8
910,6.06
911,6.109999999999999
912,4.74
913,3.01
914,1.64
915,2.065
916,1.365
917,1.165
918,14.2
919,8.75
920,3.715
921,4.15
922,2.935
923,3.035
924,2.98
925,0.73
926,7.58
927,11.850000000000001
928,9.075
929,9.25
930,7.34
931,5.31
932,1.745
933,2.035
934,1.1800000000000002
935,0.99
936,9.955
937,6.300000000000001
938,10.024999999999999
939,5.94
940,1.575
941,1.07
942,0.9099999999999999
943,7.015000000000001
944,7.69
945,4.904999999999999
946,5.75
947,3.96
948,3.0949999999999998
949,2.8600000000000003
950,1.1099999999999999
951,0.535
952,12.0
953,8.705
954,14.3
955,9.315000000000001
956,6.59
957,3.295
958,2.5149999999999997
959,15.05
960,9.39
961,14.4
962,7.0
963,6.484999999999999
964,5.609999999999999
965,4.3
966,1.425
967,1.17
968,0.7949999999999999
969,0.53
970,16.4
971,13.899999999999999
972,7.3100000000000005
973,7.695
974,5.425000000000001
975,4.73
976,3.74
977,5.005
978,4.01
979,1.365
980,1.245
981,17.25
982,13.3
983,12.3
984,6.285
985,5.355
986,2.6500000000000004
987,2.83
988,1.4
989,0.7450000000000001
990,18.85
991,16.0
992,14.95
993,8.55
994,15.350000000000001
995,17.0
996,4.41
997,3.385
998,18.5
999,13.75
1000,11.025
1001,17.05
1002,11.440000000000001
1003,1.5
1004,1.24
1005,1.205
1006,14.9
1007,15.2
1008,14.65
1009,6.0600000000000005
1010,8.02
1011,6.02
1012,3.54
1013,5.37
1014,10.435
1015,10.015
1016,9.65
1017,5.3
1018,7.605
1019,2.9699999999999998
1020,2.875
1021,1.7149999999999999
1022,11.8
1023,6.045
1024,3.74
1025,3.3499999999999996
1026,5.725
1027,2.25
1028,2.275
1029,1.3900000000000001
1030,0.595
1031,12.399999999999999
1032,10.65
1033,7.5
1034,18.8
1035,9.67
1036,7.4
1037,1.68
1038,1.2349999999999999
1039,12.855
1040,13.5
1041,7.754999999999999
1042,6.359999999999999
1043,8.39
1044,1.895
1045,2.1100000000000003
1046,1.3599999999999999
1047,1.9
1048,1.4649999999999999
1049,15.05
1050,12.065000000000001
1051,14.05
1052,6.050000000000001
1053,3.215
1054,1.975
1055,1.7149999999999999
1056,13.950000000000001
1057,14.0
1058,2.605
1059,1.565
1060,14.35
1061,14.55
1062,10.22
1063,4.46
1064,3.3449999999999998
1065,3.165
1066,1.1800000000000002
1067,0.995
1068,1.0150000000000001
1069,0.68
1070,15.600000000000001
1071,14.899999999999999
1072,16.75
1073,13.4
1074,6.949999999999999
1075,2.2
1076,2.285
1077,2.0
1078,1.5
1079,13.950000000000001
1080,15.25
1081,14.0
1082,14.850000000000001
1083,10.225
1084,3.285
1085,2.605
1086,1.565
1087,1.135
1088,15.15
1089,15.200000000000001
1090,11.225
1091,14.350000000000001
1092,8.305
1093,2.365
1094,1.86
1095,2.0700000000000003
1096,0.93
1097,10.735
1098,9.525
1099,8.05
1100,4.08
1101,2.27
1102,2.94
1103,2.015
1104,0.62
1105,0.745
1106,13.899999999999999
1107,13.25
1108,6.484999999999999
1109,5.42
1110,3.29
1111,1.375
1112,11.75
1113,13.45
1114,14.2
1115,2.9050000000000002
1116,3.045
1117,3.26
1118,0.5700000000000001
1119,10.45
1120,7.675000000000001
1121,8.78
1122,4.15
1123,5.26
1124,3.135
1125,1.915
1126,15.7
1127,10.85
1128,8.39
1129,15.7
1130,7.545
1131,3.19
1132,1.97
1133,1.5099999999999998
1134,0.9650000000000001
1135,16.15
1136,18.05
1137,10.215
1138,7.37
1139,6.205
1140,5.1
1141,3.265
1142,0.905
1143,12.85
1144,13.15
1145,9.445
1146,14.1
1147,7.135
1148,2.105
1149,1.27
1150,0.535
1151,14.450000000000001
1152,12.75
1153,10.205
1154,9.775
1155,18.8
1156,8.855
1157,4.705
1158,1.185
1159,0.81
1160,0.9299999999999999
1161,11.05
1162,16.3
1163,9.615
1164,15.3
1165,10.25
1166,10.465
1167,4.215
1168,4.17
1169,1.27
1170,1.0050000000000001
1171,11.85
1172,6.455
1173,13.2
1174,8.145
1175,6.18
1176,4.575
1177,1.865
1178,1.435
1179,15.85
1180,13.100000000000001
1181,15.9
1182,14.0
1183,5.725
1184,5.22
1185,6.535
1186,2.175
1187,1.685
1188,0.85
1189,13.0
1190,11.105
1191,15.649999999999999
1192,10.14
1193,5.33
1194,6.815
1195,4.66
1196,3.33
1197,3.1
1198,8.2
1199,7.57
1200,5.505
1201,5.685
1202,5.984999999999999
1203,2.465
1204,0.895
1205,9.024999999999999
1206,6.75
1207,3.4349999999999996
1208,2.77
1209,10.275
1210,11.7
1211,7.58
1212,5.6
1213,5.68
1214,4.14
1215,2.26
1216,0.8300000000000001
1217,0.525
1218,11.95
1219,9.905
1220,10.0
1221,5.2
1222,5.305
1223,3.905
1224,2.51
1225,1.175
1226,1.68
1227,0.88
1228,9.415
1229,9.705
1230,10.54
1231,9.024999999999999
1232,6.75
1233,3.4349999999999996
1234,2.2350000000000003
1235,2.77
1236,1.01
1237,0.515
1238,16.45
1239,15.6
1240,11.42
1241,15.9
1242,6.635
1243,4.185
1244,1.98
1245,1.37
1246,2.13
1247,1.3399999999999999
1248,1.015
1249,9.54
1250,8.555
1251,9.205
1252,8.149999999999999
1253,3.605
1254,2.33
1255,2.7350000000000003
1256,2.605
1257,2.8449999999999998
1258,1.33
1259,0.895
1260,11.8
1261,8.66
1262,5.135
1263,7.21
1264,4.645
1265,1.9
1266,1.78
1267,0.8
1268,16.85
1269,7.99
1270,5.470000000000001
1271,4.535
1272,3.555
1273,3.735
1274,5.29
1275,3.76
1276,0.9550000000000001
1277,12.600000000000001
1278,10.0
1279,6.355
1280,4.575
1281,5.5
1282,4.6899999999999995
1283,7.289999999999999
1284,5.785
1285,2.755
1286,2.77
1287,3.745
1288,2.12
1289,0.515
1290,19.35
1291,11.565
1292,12.8
1293,11.25
1294,5.695
1295,4.955
1296,4.49
1297,4.9350000000000005
1298,1.96
1299,2.315
1300,11.3
1301,8.5
1302,7.7
1303,6.62
1304,3.7350000000000003
1305,2.415
1306,1.715
1307,12.34
1308,10.2
1309,16.75
1310,8.025
1311,9.5
1312,7.26
1313,5.165
1314,2.9299999999999997
1315,1.255
1316,0.5700000000000001
1317,11.55
1318,10.965
1319,7.35
1320,6.415000000000001
1321,4.17
1322,11.190000000000001
1323,8.11
1324,3.765
1325,6.03
1326,3.685
1327,3.085
1328,0.8300000000000001
1329,11.05
1330,7.245
1331,6.779999999999999
1332,7.585
1333,5.41
1334,2.21
1335,1.21
1336,14.8
1337,12.215
1338,14.3
1339,10.27
1340,10.35
1341,3.71
1342,2.83
1343,2.29
1344,2.46
1345,1.375
1346,0.61
1347,8.57
1348,12.100000000000001
1349,8.91
1350,9.615
1351,6.545
1352,5.734999999999999
1353,2.235
1354,15.05
1355,11.785
1356,11.15
1357,10.455
1358,11.100000000000001
1359,6.1
1360,5.68
1361,1.12
1362,12.0
1363,9.05
1364,13.4
1365,12.8
1366,9.665
1367,5.095
1368,1.3199999999999998
1369,0.605
1370,15.05
1371,11.785
1372,12.05
1373,7.074999999999999
1374,9.395
1375,5.859999999999999
1376,17.8
1377,18.6
1378,12.754999999999999
1379,13.75
1380,9.035
1381,6.41
1382,2.915
1383,1.695
1384,0.525
1385,12.649999999999999
1386,10.08
1387,13.8
1388,16.25
1389,6.220000000000001
1390,4.365
1391,0.5700000000000001
1392,14.899999999999999
1393,17.35
1394,10.145
1395,11.25
1396,7.984999999999999
1397,7.55
1398,7.41
1399,4.720000000000001
1400,1.35
1401,1.6749999999999998
1402,12.625
1403,12.2
1404,15.8
1405,9.98
1406,6.77
1407,5.515000000000001
1408,3.785
1409,2.66
1410,1.2650000000000001
1411,17.450000000000003
1412,12.8
1413,11.8
1414,10.225
1415,12.15
1416,8.36
1417,1.665
1418,1.47
1419,1.62
1420,0.565
1421,15.85
1422,17.45
1423,11.065
1424,10.05
1425,12.85
1426,6.545
1427,5.65
1428,0.985
1429,1.1400000000000001
1430,0.86
1431,15.5
1432,16.5
1433,10.605
1434,17.549999999999997
1435,4.885
1436,3.29
1437,2.495
1438,2.02
1439,0.7649999999999999
1440,0.825
1441,20.15
1442,17.05
1443,8.275
1444,17.75
1445,8.035
1446,5.035
1447,3.3
1448,2.455
1449,2.55
1450,0.73
1451,10.975
1452,8.005
1453,7.870000000000001
1454,6.61
1455,8.17
1456,1.335
1457,1.01
1458,0.8899999999999999
1459,12.05
1460,9.465
1461,7.355
1462,6.449999999999999
1463,2.995
1464,2.765
1465,2.245
1466,0.8300000000000001
1467,0.685
1468,19.0
1469,9.504999999999999
1470,16.3
1471,7.22
1472,5.515000000000001
1473,4.9
1474,5.295
1475,4.88
1476,4.415
1477,1.06
1478,19.35
1479,17.9
1480,7.35
1481,3.235
1482,4.785
1483,1.835
1484,0.9650000000000001
1485,17.8
1486,21.1
1487,12.95
1488,12.85
1489,6.775
1490,8.485
1491,4.39
1492,2.91
1493,10.415
1494,10.335
1495,15.45
1496,5.58
1497,1.77
1498,2.44
1499,0.885
1500,13.05
1501,7.065
1502,5.865
1503,13.100000000000001
1504,12.45
1505,16.05
1506,11.120000000000001
1507,5.445
1508,1.985
1509,2.46
1510,11.745000000000001
1511,13.75
1512,10.6
1513,7.015000000000001
1514,3.84
1515,4.285
1516,3.535
1517,2.0949999999999998
1518,13.05
1519,10.245000000000001
1520,7.065
1521,5.865
1522,2.315
1523,1.46
1524,1.17
1525,1.38
1526,0.675
1527,14.4
1528,6.775
1529,13.399999999999999
1530,8.525
1531,8.675
1532,3.255
1533,2.25
1534,5.15
1535,2.23
1536,0.7150000000000001
1537,17.450000000000003
1538,14.05
1539,7.785
1540,6.36
1541,9.015
1542,4.935
1543,4.805
1544,2.58
1545,2.06
1546,1.97
1547,15.1
1548,13.55
1549,7.6850000000000005
1550,7.004999999999999
1551,4.1450000000000005
1552,4.62
1553,3.06
1554,4.165
1555,1.01
1556,0.98
1557,15.5
1558,13.8
1559,16.4
1560,8.275
1561,7.15
1562,5.055
1563,1.87
1564,1.4949999999999999
1565,0.895
1566,10.7
1567,14.7
1568,8.32
1569,8.684999999999999
1570,4.565
1571,3.27
1572,2.615
1573,3.2199999999999998
1574,1.03
1575,15.25
1576,14.15
1577,19.4
1578,12.600000000000001
1579,12.7
1580,7.115
1581,5.859999999999999
1582,5.395
1583,2.36
1584,0.935
1585,0.72
1586,16.65
1587,17.1
1588,14.8
1589,13.100000000000001
1590,13.350000000000001
1591,2.9299999999999997
1592,4.385
1593,2.135
1594,1.105
1595,0.575
1596,17.85
1597,15.75
1598,12.95
1599,10.955
1600,11.45
1601,5.904999999999999
1602,1.865
1603,1.3
1604,13.5
1605,12.434999999999999
1606,9.33
1607,14.75
1608,8.575
1609,5.805
1610,1.825
1611,1.77
1612,1.075
1613,0.865
1614,11.3
1615,10.84
1616,3.405
1617,2.48
1618,2.4
1619,1.1
1620,0.9850000000000001
1621,10.045
1622,10.295
1623,11.5
1624,7.6049999999999995
1625,5.86
1626,4.22
1627,4.015000000000001
1628,4.76
1629,2.185
1630,2.0
1631,2.06
1632,0.8049999999999999
1633,13.55
1634,13.4
1635,4.3100000000000005
1636,5.05
1637,1.37
1638,11.3
1639,11.64
1640,7.540000000000001
1641,10.6
1642,3.115
1643,3.735
1644,1.725
1645,0.615
1646,8.68
1647,7.17
1648,4.895
1649,4.61
1650,4.365
1651,6.14
1652,3.4499999999999997
1653,14.2
1654,4.09
1655,2.58
1656,1.07
1657,0.5599999999999999
1658,11.899999999999999
1659,7.225
1660,4.99
1661,4.02
1662,4.7
1663,3.695
1664,2.5300000000000002
1665,2.83
1666,0.95
1667,1.1749999999999998
1668,10.7
1669,9.055
1670,9.01
1671,5.095000000000001
1672,5.74
1673,5.154999999999999
1674,4.785
1675,1.125
1676,1.19
1677,0.73
1678,13.25
1679,14.2
1680,12.030000000000001
1681,16.2
1682,4.09
1683,4.4
1684,2.58
1685,2.495
1686,1.07
1687,0.96
1688,0.5599999999999999
1689,10.495000000000001
1690,12.35
1691,10.844999999999999
1692,12.1
1693,6.42
1694,4.915
1695,2.24
1696,1.905
1697,1.58
1698,1.3599999999999999
1699,15.25
1700,3.625
1701,4.635
1702,2.5949999999999998
1703,3.005
1704,1.625
1705,0.99
1706,11.955
1707,12.649999999999999
1708,6.154999999999999
1709,4.835
1710,3.895
1711,5.87
1712,3.65
1713,1.88
1714,1.74
1715,15.149999999999999
1716,14.6
1717,9.47
1718,8.2
1719,6.665
1720,4.36
1721,2.285
1722,1.0
1723,0.745
1724,0.61
1725,19.549999999999997
1726,21.6
1727,9.325
1728,8.59
1729,5.74
1730,4.99
1731,2.7199999999999998
1732,0.745
1733,17.6
1734,17.3
1735,7.165
1736,8.045
1737,5.145
1738,3.1799999999999997
1739,1.845
1740,18.75
1741,15.15
1742,11.9
1743,17.6
1744,4.935
1745,5.16
1746,7.835
1747,12.149999999999999
1748,13.149999999999999
1749,14.7
1750,15.8
1751,7.91
1752,5.5600000000000005
1753,2.8200000000000003
1754,0.9
1755,0.855
1756,13.55
1757,18.25
1758,10.33
1759,8.695
1760,7.375
1761,7.67
1762,5.025
1763,2.705
1764,2.045
1765,0.65
1766,17.55
1767,11.075
1768,9.65
1769,13.55
1770,8.715
1771,8.74
1772,6.0
1773,2.245
1774,12.2
1775,11.155000000000001
1776,17.1
1777,7.970000000000001
1778,7.98
1779,6.609999999999999
1780,4.495
1781,2.77
1782,1.1
1783,11.465
1784,13.3
1785,10.95
1786,5.109999999999999
1787,6.16
1788,6.695
1789,2.665
1790,2.7
1791,4.0649999999999995
1792,1.095
1793,13.45
1794,12.55
1795,20.85
1796,7.319999999999999
1797,9.99
1798,4.1850000000000005
1799,4.045
1800,1.95
1801,1.385
1802,22.85
1803,14.0
1804,7.01
1805,4.1899999999999995
1806,3.2
1807,2.7199999999999998
1808,1.655
1809,1.4000000000000001
1810,14.049999999999999
1811,14.3
1812,12.0
1813,3.855
1814,2.165
1815,0.865
1816,15.75
1817,13.600000000000001
1818,14.149999999999999
1819,16.0
1820,5.945
1821,5.33
1822,4.83
1823,4.37
1824,3.685
1825,1.2650000000000001
1826,12.280000000000001
1827,11.25
1828,6.855
1829,6.34
1830,6.39
1831,4.640000000000001
1832,3.8449999999999998
1833,3.935
1834,2.5
1835,14.049999999999999
1836,14.3
1837,12.0
1838,4.16
1839,3.855
1840,2.165
1841,1.335
1842,0.865
1843,14.649999999999999
1844,15.399999999999999
1845,7.785
1846,10.55
1847,3.74
1848,5.015000000000001
1849,3.525
1850,4.585
1851,18.25
1852,14.100000000000001
1853,10.525
1854,10.5
1855,4.98
1856,4.935
1857,4.32
1858,2.3449999999999998
1859,1.44
1860,1.22
1861,21.65
1862,13.899999999999999
1863,11.07
1864,10.844999999999999
1865,9.57
1866,5.63
1867,5.035
1868,4.23
1869,3.155
1870,2.02
1871,3.175
1872,0.595
1873,14.75
1874,20.35
1875,9.379999999999999
1876,7.625
1877,7.015000000000001
1878,5.09
1879,5.605
1880,1.98
1881,26.55
1882,15.65
1883,14.05
1884,9.57
1885,7.800000000000001
1886,7.29
1887,7.595000000000001
1888,6.199999999999999
