,HPPR_G
588,4.55
589,2.2800000000000002
590,1.4
591,1.675
592,0.53
593,13.600000000000001
594,11.45
595,11.3
596,4.615
597,5.220000000000001
598,5.470000000000001
599,3.715
600,3.23
601,0.745
602,0.52
603,8.895
604,7.640000000000001
605,5.625
606,4.345
607,3.34
608,3.085
609,3.17
610,14.0
611,9.675
612,11.35
613,7.775
614,7.22
615,3.7
616,3.3899999999999997
617,1.79
618,12.100000000000001
619,9.475
620,7.82
621,9.100000000000001
622,6.765
623,8.405000000000001
624,3.395
625,0.8300000000000001
626,1.3399999999999999
627,12.95
628,10.575
629,15.700000000000001
630,7.645
631,8.825
632,1.065
633,0.855
634,0.6799999999999999
635,11.29
636,19.15
637,14.100000000000001
638,8.66
639,7.965
640,6.640000000000001
641,3.625
642,3.985
643,5.085
644,0.8300000000000001
645,14.65
646,11.145
647,13.4
648,7.505
649,9.8
650,7.39
651,3.5300000000000002
652,2.3449999999999998
653,0.9450000000000001
654,13.25
655,9.215
656,8.74
657,6.39
658,3.705
659,0.65
660,11.145
661,14.7
662,8.275
663,5.71
664,5.205
665,4.005
666,6.58
667,2.675
668,1.44
669,0.97
670,1.1300000000000001
671,0.55
672,14.5
673,13.600000000000001
674,19.5
675,7.414999999999999
676,6.755
677,4.74
678,1.12
679,1.615
680,0.95
681,18.2
682,18.1
683,8.09
684,7.175
685,7.19
686,5.04
687,8.64
688,1.565
689,1.38
690,1.105
691,0.6699999999999999
692,14.65
693,14.850000000000001
694,7.105
695,3.54
696,3.645
697,4.46
698,2.605
699,1.315
700,8.555
701,7.865
702,5.5
703,3.03
704,2.0549999999999997
705,1.18
706,0.535
707,18.05
708,12.285
709,10.085
710,5.529999999999999
711,3.3099999999999996
712,1.46
713,0.82
714,0.69
715,17.75
716,15.85
717,11.600000000000001
718,4.525
719,4.24
720,4.475
721,2.045
722,0.98
723,17.950000000000003
724,10.614999999999998
725,12.649999999999999
726,10.3
727,4.98
728,3.2750000000000004
729,3.045
730,3.07
731,2.2
732,1.1949999999999998
733,15.600000000000001
734,11.899999999999999
735,9.83
736,8.99
737,4.98
738,2.11
739,2.23
740,2.45
741,1.395
742,0.69
743,8.59
744,8.1
745,5.93
746,4.675
747,4.09
748,1.23
749,0.9299999999999999
750,18.549999999999997
751,9.615
752,11.25
753,2.25
754,2.27
755,2.615
756,1.8800000000000001
757,0.5549999999999999
758,12.5
759,14.8
760,7.44
761,6.465
762,4.01
763,3.16
764,2.6399999999999997
765,1.98
766,7.51
767,6.945
768,2.635
769,2.0949999999999998
770,2.23
771,10.695
772,9.19
773,6.720000000000001
774,6.075
775,5.82
776,5.125
777,20.2
778,9.315
779,8.545000000000002
780,8.365
781,6.285
782,7.74
783,3.465
784,1.06
785,0.91
786,18.6
787,9.64
788,10.05
789,6.89
790,7.414999999999999
791,6.67
792,1.0150000000000001
793,11.18
794,10.254999999999999
795,17.8
796,6.0
797,3.525
798,1.4249999999999998
799,2.885
800,24.35
801,11.79
802,11.9
803,10.815000000000001
804,6.3
805,6.255000000000001
806,4.69
807,2.2199999999999998
808,1.94
809,1.605
810,10.594999999999999
811,10.34
812,10.95
813,17.15
814,8.25
815,4.970000000000001
816,3.7249999999999996
817,2.85
818,1.86
819,1.5150000000000001
820,18.7
821,10.225
822,7.539999999999999
823,4.055
824,4.355
825,2.44
826,1.255
827,2.115
828,1.27
829,20.75
830,20.2
831,9.02
832,7.209999999999999
833,4.77
834,7.395
835,3.775
836,1.745
837,0.7549999999999999
838,25.799999999999997
839,12.5
840,13.649999999999999
841,9.04
842,6.99
843,2.685
844,1.74
845,1.855
846,0.5549999999999999
847,0.7050000000000001
848,14.8
849,6.06
850,6.109999999999999
851,4.74
852,3.01
853,1.64
854,2.065
855,1.365
856,1.165
857,14.2
858,8.75
859,3.715
860,4.15
861,2.935
862,3.035
863,2.98
864,0.73
865,7.58
866,11.850000000000001
867,9.075
868,9.25
869,7.34
870,5.31
871,1.745
872,2.035
873,1.1800000000000002
874,0.99
875,9.955
876,6.300000000000001
877,10.024999999999999
878,5.94
879,7.26
880,1.575
881,1.07
882,0.9099999999999999
883,7.015000000000001
884,12.45
885,7.69
886,4.904999999999999
887,5.75
888,3.96
889,3.0949999999999998
890,2.8600000000000003
891,1.1099999999999999
892,0.535
893,12.0
894,8.705
895,14.3
896,9.315000000000001
897,6.59
898,3.295
899,2.5149999999999997
900,15.05
901,9.39
902,14.4
903,7.0
904,6.484999999999999
905,5.609999999999999
906,4.3
907,1.425
908,1.17
909,0.7949999999999999
910,0.53
911,16.4
912,13.899999999999999
913,7.3100000000000005
914,7.695
915,5.425000000000001
916,4.73
917,3.74
918,5.005
919,4.01
920,1.365
921,1.245
922,17.25
923,13.3
924,12.3
925,6.285
926,5.355
927,2.6500000000000004
928,2.83
929,1.4
930,0.7450000000000001
931,18.85
932,16.0
933,14.95
934,8.55
935,15.350000000000001
936,17.0
937,4.41
938,3.385
939,18.5
940,13.75
941,11.025
942,17.05
943,11.440000000000001
944,1.5
945,1.24
946,1.205
947,14.9
948,15.2
949,14.65
950,6.0600000000000005
951,8.02
952,6.02
953,3.54
954,2.505
955,5.37
956,10.435
957,10.015
958,9.65
959,5.3
960,7.605
961,2.9699999999999998
962,2.875
963,1.7149999999999999
964,11.8
965,6.045
966,3.74
967,3.3499999999999996
968,5.725
969,2.25
970,2.275
971,1.3900000000000001
972,0.595
973,12.399999999999999
974,10.65
975,7.5
976,18.8
977,9.67
978,7.4
979,1.68
980,1.2349999999999999
981,12.855
982,13.5
983,7.754999999999999
984,6.359999999999999
985,8.39
986,1.895
987,2.1100000000000003
988,1.3599999999999999
989,1.9
990,1.4649999999999999
991,14.35
992,14.55
993,10.22
994,4.46
995,3.3449999999999998
996,3.165
997,1.1800000000000002
998,0.995
999,1.0150000000000001
1000,0.68
1001,15.600000000000001
1002,14.899999999999999
1003,16.75
1004,13.4
1005,6.949999999999999
1006,2.2
1007,2.285
1008,2.0
1009,1.5
1010,13.950000000000001
1011,15.25
1012,14.0
1013,14.850000000000001
1014,10.225
1015,3.285
1016,2.605
1017,1.565
1018,1.135
1019,15.15
1020,15.200000000000001
1021,11.225
1022,14.350000000000001
1023,8.305
1024,2.365
1025,1.86
1026,2.0700000000000003
1027,0.93
1028,9.84
1029,10.735
1030,9.525
1031,8.05
1032,4.08
1033,2.27
1034,2.94
1035,2.015
1036,0.62
1037,0.745
1038,13.899999999999999
1039,13.25
1040,6.484999999999999
1041,5.42
1042,3.365
1043,3.29
1044,1.375
1045,11.75
1046,13.45
1047,14.2
1048,2.9050000000000002
1049,3.045
1050,3.26
1051,0.5700000000000001
1052,10.45
1053,7.675000000000001
1054,8.78
1055,4.15
1056,5.26
1057,3.135
1058,1.915
1059,15.7
1060,10.85
1061,8.39
1062,15.7
1063,7.545
1064,3.19
1065,1.97
1066,1.5099999999999998
1067,0.9650000000000001
1068,16.15
1069,18.05
1070,10.215
1071,7.37
1072,6.205
1073,5.1
1074,3.265
1075,0.905
1076,12.85
1077,13.15
1078,9.445
1079,14.1
1080,7.135
1081,2.105
1082,1.27
1083,0.535
1084,14.450000000000001
1085,12.75
1086,10.205
1087,9.775
1088,18.8
1089,8.855
1090,4.705
1091,1.185
1092,0.81
1093,0.9299999999999999
1094,11.05
1095,16.3
1096,9.615
1097,15.3
1098,10.25
1099,10.465
1100,4.215
1101,4.17
1102,1.27
1103,1.0050000000000001
1104,11.85
1105,6.455
1106,13.2
1107,8.145
1108,6.18
1109,4.575
1110,1.865
1111,1.435
1112,15.85
1113,13.100000000000001
1114,15.9
1115,14.0
1116,5.725
1117,5.22
1118,6.535
1119,2.175
1120,1.685
1121,0.85
1122,13.0
1123,11.105
1124,15.649999999999999
1125,10.14
1126,5.33
1127,6.815
1128,4.66
1129,3.33
1130,3.1
1131,10.275
1132,11.7
1133,7.58
1134,5.6
1135,5.68
1136,4.14
1137,2.26
1138,0.8300000000000001
1139,0.525
1140,11.95
1141,9.905
1142,10.0
1143,5.2
1144,5.305
1145,3.905
1146,2.51
1147,1.175
1148,1.68
1149,0.88
1150,9.415
1151,9.705
1152,10.54
1153,9.024999999999999
1154,6.75
1155,3.4349999999999996
1156,2.2350000000000003
1157,2.77
1158,1.01
1159,0.515
1160,16.45
1161,15.6
1162,11.42
1163,15.9
1164,6.635
1165,4.185
1166,1.98
1167,1.37
1168,2.13
1169,1.3399999999999999
1170,1.015
1171,9.54
1172,8.555
1173,9.205
1174,8.149999999999999
1175,3.605
1176,2.33
1177,2.7350000000000003
1178,2.605
1179,2.8449999999999998
1180,1.33
1181,0.895
1182,11.8
1183,8.66
1184,5.135
1185,7.21
1186,4.645
1187,1.9
1188,1.78
1189,0.8
1190,16.85
1191,7.99
1192,5.470000000000001
1193,4.535
1194,3.555
1195,3.735
1196,5.29
1197,3.76
1198,0.9550000000000001
1199,12.600000000000001
1200,10.0
1201,6.355
1202,4.575
1203,5.5
1204,4.6899999999999995
1205,7.289999999999999
1206,5.785
1207,2.755
1208,2.77
1209,3.745
1210,2.12
1211,0.515
1212,19.35
1213,11.565
1214,12.8
1215,11.25
1216,5.695
1217,4.955
1218,4.49
1219,4.9350000000000005
1220,1.96
1221,2.315
1222,11.3
1223,8.5
1224,7.7
1225,6.62
1226,3.7350000000000003
1227,2.415
1228,1.715
1229,12.34
1230,10.2
1231,16.75
1232,8.025
1233,9.5
1234,7.26
1235,5.165
1236,2.9299999999999997
1237,1.255
1238,0.5700000000000001
1239,11.55
1240,10.965
1241,7.35
1242,6.415000000000001
1243,4.17
1244,11.190000000000001
1245,8.11
1246,3.765
1247,6.03
1248,3.685
1249,3.085
1250,0.8300000000000001
1251,11.05
1252,7.245
1253,6.779999999999999
1254,7.585
1255,5.41
1256,2.21
1257,1.21
1258,14.8
1259,12.215
1260,14.3
1261,10.27
1262,10.35
1263,3.71
1264,2.83
1265,2.29
1266,2.46
1267,1.375
1268,0.61
1269,11.15
1270,10.455
1271,11.100000000000001
1272,6.1
1273,5.68
1274,1.12
1275,0.8200000000000001
1276,12.0
1277,9.05
1278,13.4
1279,12.8
1280,9.665
1281,5.095
1282,1.3199999999999998
1283,0.605
1284,15.05
1285,11.785
1286,12.05
1287,7.074999999999999
1288,9.395
1289,5.859999999999999
1290,17.8
1291,18.6
1292,12.754999999999999
1293,13.75
1294,9.035
1295,6.41
1296,2.915
1297,1.695
1298,0.525
1299,12.649999999999999
1300,10.08
1301,13.8
1302,16.25
1303,6.220000000000001
1304,4.365
1305,0.5700000000000001
1306,14.899999999999999
1307,17.35
1308,10.145
1309,11.25
1310,7.984999999999999
1311,7.55
1312,7.41
1313,4.720000000000001
1314,1.35
1315,1.6749999999999998
1316,12.625
1317,12.2
1318,15.8
1319,9.98
1320,6.77
1321,5.515000000000001
1322,3.785
1323,2.66
1324,1.2650000000000001
1325,17.450000000000003
1326,12.8
1327,11.8
1328,10.225
1329,12.15
1330,8.36
1331,1.665
1332,1.47
1333,1.62
1334,0.565
1335,15.85
1336,17.45
1337,11.065
1338,10.05
1339,12.85
1340,6.545
1341,5.65
1342,0.985
1343,1.1400000000000001
1344,0.86
1345,15.5
1346,16.5
1347,10.605
1348,17.549999999999997
1349,4.885
1350,3.29
1351,2.495
1352,2.02
1353,0.7649999999999999
1354,0.825
1355,20.15
1356,17.05
1357,8.275
1358,17.75
1359,8.035
1360,5.035
1361,3.3
1362,2.455
1363,2.55
1364,0.73
1365,10.975
1366,8.005
1367,7.870000000000001
1368,6.61
1369,8.17
1370,1.335
1371,1.01
1372,0.8899999999999999
1373,12.05
1374,9.465
1375,7.355
1376,6.449999999999999
1377,2.995
1378,2.765
1379,2.245
1380,0.8300000000000001
1381,0.685
1382,19.0
1383,9.504999999999999
1384,16.3
1385,7.22
1386,5.515000000000001
1387,4.9
1388,5.295
1389,4.88
1390,4.415
1391,1.06
1392,19.35
1393,17.9
1394,7.35
1395,3.235
1396,4.785
1397,1.835
1398,0.9650000000000001
1399,17.8
1400,21.1
1401,12.95
1402,12.85
1403,6.775
1404,8.485
1405,4.39
1406,2.91
1407,13.100000000000001
1408,12.45
1409,16.05
1410,11.120000000000001
1411,5.445
1412,1.985
1413,2.46
1414,11.745000000000001
1415,13.75
1416,10.6
1417,7.015000000000001
1418,3.84
1419,4.285
1420,3.535
1421,2.0949999999999998
1422,13.05
1423,10.245000000000001
1424,7.065
1425,5.865
1426,2.315
1427,1.46
1428,1.17
1429,1.38
1430,0.675
1431,14.4
1432,6.775
1433,13.399999999999999
1434,8.525
1435,8.675
1436,3.255
1437,2.25
1438,5.15
1439,2.23
1440,0.7150000000000001
1441,17.450000000000003
1442,14.05
1443,7.785
1444,6.36
1445,9.015
1446,4.935
1447,4.805
1448,2.58
1449,2.06
1450,1.97
1451,15.1
1452,13.55
1453,7.6850000000000005
1454,7.004999999999999
1455,4.1450000000000005
1456,4.62
1457,3.06
1458,4.165
1459,1.01
1460,0.98
1461,15.5
1462,13.8
1463,16.4
1464,8.275
1465,7.15
1466,5.055
1467,1.87
1468,1.4949999999999999
1469,0.895
1470,10.7
1471,14.7
1472,8.32
1473,8.684999999999999
1474,4.565
1475,3.27
1476,2.615
1477,3.2199999999999998
1478,1.03
1479,15.25
1480,14.15
1481,19.4
1482,12.600000000000001
1483,12.7
1484,7.115
1485,5.859999999999999
1486,5.395
1487,2.36
1488,0.935
1489,0.72
1490,16.65
1491,17.1
1492,14.8
1493,13.100000000000001
1494,13.350000000000001
1495,2.9299999999999997
1496,4.385
1497,2.135
1498,1.105
1499,0.575
1500,17.85
1501,15.75
1502,12.95
1503,10.955
1504,11.45
1505,5.904999999999999
1506,1.865
1507,1.3
1508,13.5
1509,12.434999999999999
1510,9.33
1511,14.75
1512,8.575
1513,5.805
1514,1.825
1515,2.895
1516,1.77
1517,1.075
1518,0.865
1519,11.3
1520,10.84
1521,3.405
1522,2.48
1523,2.4
1524,1.1
1525,0.9850000000000001
1526,10.045
1527,10.295
1528,11.5
1529,7.6049999999999995
1530,5.86
1531,4.22
1532,4.015000000000001
1533,4.76
1534,2.185
1535,2.0
1536,2.06
1537,0.8049999999999999
1538,13.55
1539,13.4
1540,4.3100000000000005
1541,5.05
1542,2.87
1543,1.37
1544,11.3
1545,11.64
1546,7.540000000000001
1547,10.6
1548,3.115
1549,3.735
1550,1.725
1551,0.615
1552,11.899999999999999
1553,7.225
1554,4.99
1555,4.02
1556,4.7
1557,3.695
1558,2.5300000000000002
1559,2.83
1560,0.95
1561,1.1749999999999998
1562,10.7
1563,9.055
1564,9.01
1565,5.095000000000001
1566,5.74
1567,5.154999999999999
1568,4.785
1569,1.125
1570,1.19
1571,0.73
1572,13.25
1573,14.2
1574,12.030000000000001
1575,16.2
1576,4.09
1577,4.4
1578,2.58
1579,2.495
1580,1.07
1581,0.96
1582,0.5599999999999999
1583,10.495000000000001
1584,12.35
1585,10.844999999999999
1586,12.1
1587,6.42
1588,4.915
1589,2.24
1590,1.905
1591,1.58
1592,1.3599999999999999
1593,15.25
1594,3.625
1595,4.635
1596,2.5949999999999998
1597,3.005
1598,1.625
1599,0.99
1600,11.955
1601,12.649999999999999
1602,6.154999999999999
1603,4.835
1604,3.895
1605,5.87
1606,3.65
1607,1.88
1608,1.74
1609,15.149999999999999
1610,14.6
1611,9.47
1612,8.2
1613,6.665
1614,4.36
1615,2.285
1616,1.0
1617,0.745
1618,0.61
1619,19.549999999999997
1620,21.6
1621,9.325
1622,8.59
1623,5.74
1624,4.99
1625,2.7199999999999998
1626,0.745
1627,17.6
1628,17.3
1629,7.165
1630,8.045
1631,5.145
1632,3.1799999999999997
1633,1.845
1634,18.75
1635,15.15
1636,11.9
1637,17.6
1638,4.935
1639,5.16
1640,7.835
1641,12.149999999999999
1642,13.149999999999999
1643,14.7
1644,15.8
1645,7.91
1646,5.5600000000000005
1647,2.8200000000000003
1648,0.9
1649,0.855
1650,13.55
1651,18.25
1652,10.33
1653,8.695
1654,7.375
1655,7.67
1656,5.025
1657,2.705
1658,2.045
1659,0.65
1660,17.55
1661,11.075
1662,9.65
1663,13.55
1664,8.715
1665,8.74
1666,6.0
1667,2.245
1668,12.2
1669,11.155000000000001
1670,17.1
1671,7.970000000000001
1672,7.98
1673,6.609999999999999
1674,4.495
1675,2.77
1676,1.1
1677,11.465
1678,13.3
1679,10.95
1680,5.109999999999999
1681,6.16
1682,6.695
1683,2.665
1684,2.7
1685,4.0649999999999995
1686,1.095
1687,13.45
1688,12.55
1689,20.85
1690,7.319999999999999
1691,9.99
1692,4.1850000000000005
1693,4.045
1694,1.95
1695,1.385
1696,15.75
1697,13.600000000000001
1698,14.149999999999999
1699,16.0
1700,5.945
1701,5.33
1702,4.83
1703,4.37
1704,3.685
1705,1.2650000000000001
1706,12.280000000000001
1707,11.25
1708,6.855
1709,6.34
1710,6.39
1711,4.640000000000001
1712,3.8449999999999998
1713,3.935
1714,2.5
1715,14.049999999999999
1716,14.3
1717,12.0
1718,4.16
1719,3.855
1720,2.165
1721,1.335
1722,0.865
1723,14.649999999999999
1724,15.399999999999999
1725,7.785
1726,10.55
1727,3.74
1728,5.015000000000001
1729,3.525
1730,4.585
1731,18.25
1732,14.100000000000001
1733,10.525
1734,10.5
1735,4.98
1736,4.935
1737,4.32
1738,2.3449999999999998
1739,1.44
1740,1.22
1741,21.65
1742,13.899999999999999
1743,11.07
1744,10.844999999999999
1745,9.57
1746,5.63
1747,5.035
1748,4.23
1749,3.155
1750,2.02
1751,3.175
1752,0.595
1753,14.75
1754,20.35
1755,9.379999999999999
1756,7.625
1757,7.015000000000001
1758,5.09
1759,5.605
1760,1.98
1761,26.55
1762,15.65
1763,14.05
1764,9.57
1765,7.800000000000001
1766,7.29
1767,7.595000000000001
1768,6.199999999999999
1769,3.705
1770,0.81
1771,0.53
1772,21.5
1773,12.149999999999999
1774,13.15
1775,11.96
1776,6.709999999999999
1777,9.865
1778,5.665
1779,3.01
1780,2.4699999999999998
1781,1.835
1782,0.72
1783,13.85
1784,18.9
1785,9.17
1786,7.1
1787,6.699999999999999
1788,3.8200000000000003
1789,1.5
1790,15.7
1791,17.45
1792,22.25
1793,15.45
1794,4.26
1795,4.17
1796,1.1800000000000002
1797,0.55
1798,0.55
1799,18.950000000000003
1800,10.355
1801,8.19
1802,9.045
1803,10.425
1804,8.719999999999999
1805,6.32
1806,1.45
1807,0.56
1808,23.85
1809,16.0
1810,13.15
1811,7.92
1812,9.085
1813,5.6850000000000005
1814,5.605
1815,2.705
1816,3.38
1817,1.91
1818,0.635
1819,13.25
1820,8.4
1821,7.375
1822,10.015
1823,2.2
1824,2.31
1825,1.87
1826,0.665
1827,0.535
1828,18.3
1829,19.55
1830,13.2
1831,6.295
1832,6.455
1833,7.46
1834,2.035
1835,18.15
1836,17.4
1837,14.25
1838,9.07
1839,5.335
1840,5.115
1841,4.445
1842,3.635
1843,2.425
1844,1.835
1845,1.9049999999999998
1846,0.8999999999999999
1847,11.870000000000001
1848,12.75
1849,6.165
1850,4.65
1851,4.765000000000001
1852,2.025
1853,16.9
1854,10.4
1855,8.655
1856,5.765000000000001
1857,5.68
1858,5.64
1859,1.805
1860,1.25
1861,12.365
1862,9.905000000000001
1863,9.7
1864,5.67
1865,1.505
1866,1.54
1867,1.795
1868,1.375
1869,7.715
1870,18.0
1871,10.26
1872,12.600000000000001
1873,10.005
1874,8.895
1875,7.405
1876,2.5300000000000002
1877,3.01
1878,1.515
1879,1.62
1880,0.64
1881,16.5
1882,8.265
1883,10.625
1884,16.25
1885,7.04
1886,2.8449999999999998
1887,2.3049999999999997
1888,2.045
1889,1.385
1890,0.835
1891,0.77
1892,16.55
