,HPPR_G
328,2.0300000000000002
329,1.19
330,0.7
331,14.05
332,10.295
333,13.75
334,13.25
335,9.379999999999999
336,6.32
337,5.84
338,2.0549999999999997
339,1.985
340,1.45
341,1.11
342,1.655
343,0.8300000000000001
344,16.25
345,13.85
346,15.9
347,8.54
348,8.2
349,7.57
350,2.875
351,2.77
352,1.79
353,1.6
354,0.9450000000000001
355,0.62
356,14.0
357,14.25
358,17.35
359,10.615
360,4.720000000000001
361,3.465
362,1.13
363,0.905
364,13.899999999999999
365,13.95
366,19.1
367,11.705
368,10.405000000000001
369,7.17
370,4.33
371,2.895
372,0.855
373,11.1
374,15.5
375,9.845
376,10.99
377,7.675
378,9.095
379,5.465
380,2.49
381,16.35
382,17.8
383,12.315
384,8.780000000000001
385,7.915
386,5.755
387,7.13
388,4.155
389,3.09
390,1.6949999999999998
391,1.0350000000000001
392,18.65
393,19.049999999999997
394,14.7
395,6.755000000000001
396,4.89
397,2.605
398,1.845
399,1.3399999999999999
400,0.61
401,16.15
402,21.95
403,15.700000000000001
404,13.5
405,9.440000000000001
406,7.96
407,3.415
408,3.385
409,6.255
410,2.795
411,0.9149999999999999
412,13.0
413,13.0
414,10.3
415,14.3
416,9.365
417,5.955
418,4.085
419,3.13
420,1.8050000000000002
421,0.9750000000000001
422,16.85
423,22.15
424,11.1
425,7.975
426,9.325
427,2.01
428,1.62
429,1.53
430,1.3050000000000002
431,15.0
432,11.85
433,12.75
434,17.8
435,12.015
436,5.175
437,4.65
438,1.83
439,0.8600000000000001
440,0.61
441,9.33
442,11.6
443,11.2
444,7.550000000000001
445,2.15
446,9.51
447,13.25
448,7.244999999999999
449,3.7299999999999995
450,5.805
451,2.075
452,1.97
453,0.83
454,0.9950000000000001
455,10.25
456,10.455
457,9.665
458,11.45
459,6.765
460,8.335
461,1.91
462,2.4000000000000004
463,0.55
464,9.33
465,11.6
466,9.629999999999999
467,11.2
468,7.550000000000001
469,2.79
470,3.0549999999999997
471,2.15
472,3.245
473,0.7050000000000001
474,14.05
475,11.844999999999999
476,7.57
477,4.46
478,4.815
479,3.74
480,3.12
481,4.33
482,1.24
483,11.149999999999999
484,10.95
485,10.395
486,7.965
487,4.67
488,1.2650000000000001
489,0.8049999999999999
490,0.595
491,18.1
492,11.33
493,9.59
494,13.0
495,7.64
496,5.635
497,4.8100000000000005
498,3.41
499,2.01
500,15.350000000000001
501,9.79
502,14.7
503,9.515
504,8.455
505,5.65
506,4.5600000000000005
507,2.165
508,1.6099999999999999
509,21.05
510,13.05
511,9.67
512,6.870000000000001
513,4.335
514,4.925
515,1.11
516,1.025
517,15.8
518,9.940000000000001
519,8.705
520,14.7
521,10.035
522,4.445
523,2.1399999999999997
524,2.56
525,0.885
526,10.695
527,13.0
528,9.95
529,4.755
530,6.605
531,5.635
532,2.85
533,2.75
534,1.155
535,14.100000000000001
536,10.469999999999999
537,11.254999999999999
538,16.4
539,6.720000000000001
540,3.7649999999999997
541,2.7
542,1.15
543,10.025
544,16.4
545,10.75
546,8.16
547,4.795
548,1.81
549,9.629999999999999
550,10.445
551,15.25
552,10.695
553,7.895
554,3.34
555,3.46
556,2.145
557,0.81
558,10.635
559,11.6
560,8.95
561,8.35
562,6.66
563,6.835
564,4.15
565,3.33
566,5.29
567,2.41
568,1.87
569,1.17
570,15.2
571,7.6850000000000005
572,10.15
573,6.615
574,6.45
575,5.45
576,2.29
577,2.04
578,2.2350000000000003
579,27.7
580,15.35
581,11.665
582,5.585
583,4.970000000000001
584,3.875
585,3.72
586,3.0999999999999996
587,4.615
588,5.220000000000001
589,5.470000000000001
590,11.2
591,10.27
592,4.890000000000001
593,4.205
594,1.275
595,1.925
596,1.23
597,0.53
598,0.5700000000000001
599,11.600000000000001
600,9.0
601,9.735
602,8.625
603,9.11
604,4.55
605,2.2800000000000002
606,1.4
607,1.675
608,0.53
609,13.600000000000001
610,11.45
611,11.3
612,4.615
613,5.220000000000001
614,5.470000000000001
615,3.715
616,3.23
617,0.745
618,0.52
619,8.895
620,7.640000000000001
621,5.625
622,4.345
623,3.34
624,3.085
625,3.17
626,14.0
627,9.675
628,11.35
629,7.775
630,7.22
631,3.7
632,3.3899999999999997
633,1.79
634,12.100000000000001
635,9.475
636,7.82
637,9.100000000000001
638,6.765
639,8.405000000000001
640,3.395
641,0.8300000000000001
642,1.3399999999999999
643,12.95
644,10.575
645,15.700000000000001
646,7.645
647,8.825
648,1.065
649,0.855
650,0.6799999999999999
651,11.29
652,19.15
653,14.100000000000001
654,8.66
655,7.965
656,6.640000000000001
657,3.625
658,3.985
659,5.085
660,0.8300000000000001
661,14.65
662,11.145
663,13.4
664,7.505
665,9.8
666,7.39
667,3.5300000000000002
668,2.3449999999999998
669,0.9450000000000001
670,13.25
671,9.215
672,8.74
673,6.39
674,3.705
675,0.65
676,11.145
677,14.7
678,8.275
679,5.71
680,5.205
681,4.005
682,6.58
683,2.675
684,1.44
685,0.97
686,1.1300000000000001
687,0.55
688,14.5
689,13.600000000000001
690,19.5
691,7.414999999999999
692,6.755
693,4.74
694,1.12
695,1.615
696,0.95
697,18.2
698,18.1
699,8.09
700,7.175
701,7.19
702,5.04
703,8.64
704,1.565
705,1.38
706,1.105
707,0.6699999999999999
708,14.65
709,14.850000000000001
710,7.105
711,3.54
712,3.645
713,4.46
714,2.605
715,1.315
716,8.555
717,7.865
718,5.5
719,3.03
720,2.0549999999999997
721,1.18
722,0.535
723,18.05
724,12.285
725,10.085
726,5.529999999999999
727,3.3099999999999996
728,1.46
729,0.82
730,0.69
731,15.600000000000001
732,8.99
733,2.11
734,2.23
735,2.45
736,17.75
737,15.85
738,11.600000000000001
739,4.525
740,4.24
741,4.475
742,2.045
743,0.98
744,17.950000000000003
745,10.614999999999998
746,12.649999999999999
747,10.3
748,4.98
749,3.2750000000000004
750,3.045
751,3.07
752,2.2
753,1.1949999999999998
754,15.600000000000001
755,11.899999999999999
756,9.83
757,8.99
758,4.98
759,2.11
760,2.23
761,2.45
762,1.395
763,0.69
764,8.59
765,8.1
766,5.93
767,4.675
768,4.09
769,1.23
770,0.9299999999999999
771,18.549999999999997
772,9.615
773,11.25
774,2.25
775,2.27
776,2.615
777,1.8800000000000001
778,0.5549999999999999
779,12.5
780,14.8
781,7.44
782,6.465
783,4.01
784,3.16
785,2.6399999999999997
786,1.98
787,7.51
788,6.945
789,2.635
790,2.0949999999999998
791,2.23
792,10.695
793,9.19
794,6.720000000000001
795,6.075
796,5.82
797,5.125
798,20.2
799,9.315
800,8.545000000000002
801,8.365
802,6.285
803,7.74
804,3.465
805,1.06
806,0.91
807,18.6
808,9.64
809,10.05
810,6.89
811,7.414999999999999
812,6.67
813,1.0150000000000001
814,11.18
815,10.254999999999999
816,17.8
817,6.0
818,3.525
819,1.4249999999999998
820,2.885
821,24.35
822,11.79
823,11.9
824,10.815000000000001
825,6.3
826,6.255000000000001
827,4.69
828,2.2199999999999998
829,1.94
830,1.605
831,10.594999999999999
832,10.34
833,10.95
834,17.15
835,8.25
836,4.970000000000001
837,3.7249999999999996
838,2.85
839,1.86
840,1.5150000000000001
841,18.7
842,10.225
843,7.539999999999999
844,4.055
845,4.355
846,2.44
847,1.255
848,2.115
849,1.27
850,20.75
851,20.2
852,9.02
853,7.209999999999999
854,4.77
855,7.395
856,3.775
857,1.745
858,0.7549999999999999
859,25.799999999999997
860,12.5
861,13.649999999999999
862,9.04
863,6.99
864,2.685
865,1.74
866,1.855
867,0.5549999999999999
868,0.7050000000000001
869,7.58
870,11.850000000000001
871,9.075
872,1.745
873,14.8
874,6.06
875,6.109999999999999
876,4.74
877,3.01
878,1.64
879,2.065
880,1.365
881,1.165
882,14.2
883,8.75
884,3.715
885,4.15
886,2.935
887,3.035
888,2.98
889,0.73
890,7.58
891,11.850000000000001
892,9.075
893,9.25
894,7.34
895,5.31
896,1.745
897,2.035
898,1.1800000000000002
899,0.99
900,9.955
901,6.300000000000001
902,10.024999999999999
903,5.94
904,7.26
905,1.575
906,1.07
907,0.9099999999999999
908,7.015000000000001
909,12.45
910,7.69
911,4.904999999999999
912,5.75
913,3.96
914,3.0949999999999998
915,2.8600000000000003
916,1.1099999999999999
917,0.535
918,12.0
919,8.705
920,14.3
921,9.315000000000001
922,6.59
923,3.295
924,2.5149999999999997
925,15.05
926,9.39
927,14.4
928,7.0
929,6.484999999999999
930,5.609999999999999
931,4.3
932,1.425
933,1.17
934,0.7949999999999999
935,0.53
936,16.4
937,13.899999999999999
938,7.3100000000000005
939,7.695
940,5.425000000000001
941,4.73
942,3.74
943,5.005
944,4.01
945,1.365
946,1.245
947,17.25
948,13.3
949,12.3
950,6.285
951,5.355
952,2.6500000000000004
953,2.83
954,1.4
955,0.7450000000000001
956,18.85
957,16.0
958,14.95
959,8.55
960,15.350000000000001
961,17.0
962,4.41
963,3.385
964,18.5
965,13.75
966,11.025
967,17.05
968,11.440000000000001
969,1.5
970,1.24
971,1.205
972,14.9
973,15.2
974,14.65
975,6.0600000000000005
976,8.02
977,6.02
978,3.54
979,5.37
980,10.435
981,10.015
982,9.65
983,5.3
984,7.605
985,2.9699999999999998
986,2.875
987,1.7149999999999999
988,11.8
989,6.045
990,3.74
991,3.3499999999999996
992,5.725
993,2.25
994,2.275
995,1.3900000000000001
996,0.595
997,12.399999999999999
998,10.65
999,7.5
1000,18.8
1001,9.67
1002,7.4
1003,1.68
1004,1.2349999999999999
1005,12.855
1006,13.5
1007,7.754999999999999
1008,6.359999999999999
1009,8.39
1010,1.895
1011,2.1100000000000003
1012,1.3599999999999999
1013,1.9
1014,1.4649999999999999
1015,13.950000000000001
1016,14.0
1017,2.605
1018,1.565
1019,14.35
1020,14.55
1021,10.22
1022,4.46
1023,3.3449999999999998
1024,3.165
1025,1.1800000000000002
1026,0.995
1027,1.0150000000000001
1028,0.68
1029,15.600000000000001
1030,14.899999999999999
1031,16.75
1032,13.4
1033,6.949999999999999
1034,2.2
1035,2.285
1036,2.0
1037,1.5
1038,13.950000000000001
1039,15.25
1040,14.0
1041,14.850000000000001
1042,10.225
1043,3.285
1044,2.605
1045,1.565
1046,1.135
1047,15.15
1048,15.200000000000001
1049,11.225
1050,14.350000000000001
1051,8.305
1052,2.365
1053,1.86
1054,2.0700000000000003
1055,0.93
1056,9.84
1057,10.735
1058,9.525
1059,8.05
1060,4.08
1061,2.27
1062,2.94
1063,2.015
1064,0.62
1065,0.745
1066,13.899999999999999
1067,13.25
1068,6.484999999999999
1069,5.42
1070,3.29
1071,1.375
1072,11.75
1073,13.45
1074,14.2
1075,2.9050000000000002
1076,3.045
1077,3.26
1078,0.5700000000000001
1079,10.45
1080,7.675000000000001
1081,8.78
1082,4.15
1083,5.26
1084,3.135
1085,1.915
1086,15.7
1087,10.85
1088,8.39
1089,15.7
1090,7.545
1091,3.19
1092,1.97
1093,1.5099999999999998
1094,0.9650000000000001
1095,16.15
1096,18.05
1097,10.215
1098,7.37
1099,6.205
1100,5.1
1101,3.265
1102,0.905
1103,12.85
1104,13.15
1105,9.445
1106,14.1
1107,7.135
1108,2.105
1109,1.27
1110,0.535
1111,14.450000000000001
1112,12.75
1113,10.205
1114,9.775
1115,18.8
1116,8.855
1117,4.705
1118,1.185
1119,0.81
1120,0.9299999999999999
1121,11.05
1122,16.3
1123,9.615
1124,15.3
1125,10.25
1126,10.465
1127,4.215
1128,4.17
1129,1.27
1130,1.0050000000000001
1131,11.85
1132,6.455
1133,13.2
1134,8.145
1135,6.18
1136,4.575
1137,1.865
1138,1.435
1139,15.85
1140,13.100000000000001
1141,15.9
1142,14.0
1143,5.725
1144,5.22
1145,6.535
1146,2.175
1147,1.685
1148,0.85
1149,13.0
1150,11.105
1151,15.649999999999999
1152,10.14
1153,5.33
1154,6.815
1155,4.66
1156,3.33
1157,3.1
1158,9.024999999999999
1159,6.75
1160,3.4349999999999996
1161,2.77
1162,10.275
1163,11.7
1164,7.58
1165,5.6
1166,5.68
1167,4.14
1168,2.26
1169,0.8300000000000001
1170,0.525
1171,11.95
1172,9.905
1173,10.0
1174,5.2
1175,5.305
1176,3.905
1177,2.51
1178,1.175
1179,1.68
1180,0.88
1181,9.415
1182,9.705
1183,10.54
1184,9.024999999999999
1185,6.75
1186,3.4349999999999996
1187,2.2350000000000003
1188,2.77
1189,1.01
1190,0.515
1191,16.45
1192,15.6
1193,11.42
1194,15.9
1195,6.635
1196,4.185
1197,1.98
1198,1.37
1199,2.13
1200,1.3399999999999999
1201,1.015
1202,9.54
1203,8.555
1204,9.205
1205,8.149999999999999
1206,3.605
1207,2.33
1208,2.7350000000000003
1209,2.605
1210,2.8449999999999998
1211,1.33
1212,0.895
1213,11.8
1214,8.66
1215,5.135
1216,7.21
1217,4.645
1218,1.9
1219,1.78
1220,0.8
1221,16.85
1222,7.99
1223,5.470000000000001
1224,4.535
1225,3.555
1226,3.735
1227,5.29
1228,3.76
1229,0.9550000000000001
1230,12.600000000000001
1231,10.0
1232,6.355
1233,4.575
1234,5.5
1235,4.6899999999999995
1236,7.289999999999999
1237,5.785
1238,2.755
1239,2.77
1240,3.745
1241,2.12
1242,0.515
1243,19.35
1244,11.565
1245,12.8
1246,11.25
1247,5.695
1248,4.955
1249,4.49
1250,4.9350000000000005
1251,1.96
1252,2.315
1253,11.3
1254,8.5
1255,7.7
1256,6.62
1257,3.7350000000000003
1258,2.415
1259,1.715
1260,12.34
1261,10.2
1262,16.75
1263,8.025
1264,9.5
1265,7.26
1266,5.165
1267,2.9299999999999997
1268,1.255
1269,0.5700000000000001
1270,11.55
1271,10.965
1272,7.35
1273,6.415000000000001
1274,4.17
1275,11.190000000000001
1276,8.11
1277,3.765
1278,6.03
1279,3.685
1280,3.085
1281,0.8300000000000001
1282,11.05
1283,7.245
1284,6.779999999999999
1285,7.585
1286,5.41
1287,2.21
1288,1.21
1289,14.8
1290,12.215
1291,14.3
1292,10.27
1293,10.35
1294,3.71
1295,2.83
1296,2.29
1297,2.46
1298,1.375
1299,0.61
1300,15.05
1301,11.785
1302,11.15
1303,10.455
1304,11.100000000000001
1305,6.1
1306,5.68
1307,1.12
1308,0.8200000000000001
1309,12.0
1310,9.05
1311,13.4
1312,12.8
1313,9.665
1314,5.095
1315,1.3199999999999998
1316,0.605
1317,15.05
1318,11.785
1319,12.05
1320,7.074999999999999
1321,9.395
1322,5.859999999999999
1323,17.8
1324,18.6
1325,12.754999999999999
1326,13.75
1327,9.035
1328,6.41
1329,2.915
1330,1.695
1331,0.525
1332,12.649999999999999
1333,10.08
1334,13.8
1335,16.25
1336,6.220000000000001
1337,4.365
1338,0.5700000000000001
1339,14.899999999999999
1340,17.35
1341,10.145
1342,11.25
1343,7.984999999999999
1344,7.55
1345,7.41
1346,4.720000000000001
1347,1.35
1348,1.6749999999999998
1349,12.625
1350,12.2
1351,15.8
1352,9.98
1353,6.77
1354,5.515000000000001
1355,3.785
1356,2.66
1357,1.2650000000000001
1358,17.450000000000003
1359,12.8
1360,11.8
1361,10.225
1362,12.15
1363,8.36
1364,1.665
1365,1.47
1366,1.62
1367,0.565
1368,15.85
1369,17.45
1370,11.065
1371,10.05
1372,12.85
1373,6.545
1374,5.65
1375,0.985
1376,1.1400000000000001
1377,0.86
1378,15.5
1379,16.5
1380,10.605
1381,17.549999999999997
1382,4.885
1383,3.29
1384,2.495
1385,2.02
1386,0.7649999999999999
1387,0.825
1388,20.15
1389,17.05
1390,8.275
1391,17.75
1392,8.035
1393,5.035
1394,3.3
1395,2.455
1396,2.55
1397,0.73
1398,10.975
1399,8.005
1400,7.870000000000001
1401,6.61
1402,8.17
1403,1.335
1404,1.01
1405,0.8899999999999999
1406,12.05
1407,9.465
1408,7.355
1409,6.449999999999999
1410,2.995
1411,2.765
1412,2.245
1413,0.8300000000000001
1414,0.685
1415,19.0
1416,9.504999999999999
1417,16.3
1418,7.22
1419,5.515000000000001
1420,4.9
1421,5.295
1422,4.88
1423,4.415
1424,1.06
1425,19.35
1426,17.9
1427,7.35
1428,3.235
1429,4.785
1430,1.835
1431,0.9650000000000001
1432,17.8
1433,21.1
1434,12.95
1435,12.85
1436,6.775
1437,8.485
1438,4.39
1439,2.91
1440,13.05
1441,7.065
1442,5.865
1443,13.100000000000001
1444,12.45
1445,16.05
1446,11.120000000000001
1447,5.445
1448,1.985
1449,2.46
1450,11.745000000000001
1451,13.75
1452,10.6
1453,7.015000000000001
1454,3.84
1455,4.285
1456,3.535
1457,2.0949999999999998
1458,13.05
1459,10.245000000000001
1460,7.065
1461,5.865
1462,2.315
1463,1.46
1464,1.17
1465,1.38
1466,0.675
1467,14.4
1468,6.775
1469,13.399999999999999
1470,8.525
1471,8.675
1472,3.255
1473,2.25
1474,5.15
1475,2.23
1476,0.7150000000000001
1477,17.450000000000003
1478,14.05
1479,7.785
1480,6.36
1481,9.015
1482,4.935
1483,4.805
1484,2.58
1485,2.06
1486,1.97
1487,15.1
1488,13.55
1489,7.6850000000000005
1490,7.004999999999999
1491,4.1450000000000005
1492,4.62
1493,3.06
1494,4.165
1495,1.01
1496,0.98
1497,15.5
1498,13.8
1499,16.4
1500,8.275
1501,7.15
1502,5.055
1503,1.87
1504,1.4949999999999999
1505,0.895
1506,10.7
1507,14.7
1508,8.32
1509,8.684999999999999
1510,4.565
1511,3.27
1512,2.615
1513,3.2199999999999998
1514,1.03
1515,15.25
1516,14.15
1517,19.4
1518,12.600000000000001
1519,12.7
1520,7.115
1521,5.859999999999999
1522,5.395
1523,2.36
1524,0.935
1525,0.72
1526,16.65
1527,17.1
1528,14.8
1529,13.100000000000001
1530,13.350000000000001
1531,2.9299999999999997
1532,4.385
1533,2.135
1534,1.105
1535,0.575
1536,17.85
1537,15.75
1538,12.95
1539,10.955
1540,11.45
1541,5.904999999999999
1542,1.865
1543,1.3
1544,13.5
1545,12.434999999999999
1546,9.33
1547,14.75
1548,8.575
1549,5.805
1550,1.825
1551,2.895
1552,1.77
1553,1.075
1554,0.865
1555,11.3
1556,10.84
1557,3.405
1558,2.48
1559,2.4
1560,1.1
1561,0.9850000000000001
1562,10.045
1563,10.295
1564,11.5
1565,7.6049999999999995
1566,5.86
1567,4.22
1568,4.015000000000001
1569,4.76
1570,2.185
1571,2.0
1572,2.06
1573,0.8049999999999999
1574,13.55
1575,13.4
1576,4.3100000000000005
1577,5.05
1578,2.87
1579,1.37
1580,11.3
1581,11.64
1582,7.540000000000001
1583,10.6
1584,3.115
1585,3.735
1586,1.725
1587,0.615
1588,14.2
1589,4.09
1590,2.58
1591,1.07
1592,0.5599999999999999
1593,11.899999999999999
1594,7.225
1595,4.99
1596,4.02
1597,4.7
1598,3.695
1599,2.5300000000000002
1600,2.83
1601,0.95
1602,1.1749999999999998
1603,10.7
1604,9.055
1605,9.01
1606,5.095000000000001
1607,5.74
1608,5.154999999999999
1609,4.785
1610,1.125
1611,1.19
1612,0.73
1613,13.25
1614,14.2
1615,12.030000000000001
1616,16.2
1617,4.09
1618,4.4
1619,2.58
1620,2.495
1621,1.07
1622,0.96
1623,0.5599999999999999
1624,10.495000000000001
1625,12.35
1626,10.844999999999999
1627,12.1
1628,6.42
1629,4.915
1630,2.24
1631,1.905
1632,1.58
1633,1.3599999999999999
1634,15.25
1635,3.625
1636,4.635
1637,2.5949999999999998
1638,3.005
1639,1.625
1640,0.99
1641,11.955
1642,12.649999999999999
1643,6.154999999999999
1644,4.835
1645,3.895
1646,5.87
1647,3.65
1648,1.88
1649,1.74
1650,15.149999999999999
1651,14.6
1652,9.47
1653,8.2
1654,6.665
1655,4.36
1656,2.285
1657,1.0
1658,0.745
1659,0.61
1660,19.549999999999997
1661,21.6
1662,9.325
1663,8.59
1664,5.74
1665,4.99
1666,2.7199999999999998
1667,0.745
1668,17.6
1669,17.3
1670,7.165
1671,8.045
1672,5.145
1673,3.1799999999999997
1674,1.845
1675,18.75
1676,15.15
1677,11.9
1678,17.6
1679,4.935
1680,5.16
1681,7.835
1682,12.149999999999999
1683,13.149999999999999
1684,14.7
1685,15.8
1686,7.91
1687,5.5600000000000005
1688,2.8200000000000003
1689,0.9
1690,0.855
1691,13.55
1692,18.25
1693,10.33
1694,8.695
1695,7.375
1696,7.67
1697,5.025
1698,2.705
1699,2.045
1700,0.65
1701,17.55
1702,11.075
1703,9.65
1704,13.55
1705,8.715
1706,8.74
1707,6.0
1708,2.245
1709,12.2
1710,11.155000000000001
1711,17.1
1712,7.970000000000001
1713,7.98
1714,6.609999999999999
1715,4.495
1716,2.77
1717,1.1
1718,11.465
1719,13.3
1720,10.95
1721,5.109999999999999
1722,6.16
1723,6.695
1724,2.665
1725,2.7
1726,4.0649999999999995
1727,1.095
1728,13.45
1729,12.55
1730,20.85
1731,7.319999999999999
1732,9.99
1733,4.1850000000000005
1734,4.045
1735,1.95
1736,1.385
1737,14.049999999999999
1738,14.3
1739,12.0
1740,3.855
1741,2.165
1742,0.865
1743,15.75
1744,13.600000000000001
1745,14.149999999999999
1746,16.0
1747,5.945
1748,5.33
1749,4.83
1750,4.37
1751,3.685
1752,1.2650000000000001
1753,12.280000000000001
1754,11.25
1755,6.855
1756,6.34
1757,6.39
1758,4.640000000000001
1759,3.8449999999999998
1760,3.935
1761,2.5
1762,14.049999999999999
1763,14.3
1764,12.0
1765,4.16
1766,3.855
1767,2.165
1768,1.335
1769,0.865
1770,14.649999999999999
1771,15.399999999999999
1772,7.785
1773,10.55
1774,3.74
1775,5.015000000000001
1776,3.525
1777,4.585
1778,18.25
1779,14.100000000000001
1780,10.525
1781,10.5
1782,4.98
1783,4.935
1784,4.32
1785,2.3449999999999998
1786,1.44
1787,1.22
1788,21.65
1789,13.899999999999999
1790,11.07
1791,10.844999999999999
1792,9.57
1793,5.63
1794,5.035
1795,4.23
1796,3.155
1797,2.02
1798,3.175
1799,0.595
1800,14.75
1801,20.35
1802,9.379999999999999
1803,7.625
1804,7.015000000000001
1805,5.09
1806,5.605
1807,1.98
1808,26.55
1809,15.65
1810,14.05
1811,9.57
1812,7.800000000000001
1813,7.29
1814,7.595000000000001
1815,6.199999999999999
1816,3.705
1817,0.81
1818,0.53
1819,21.5
1820,12.149999999999999
1821,13.15
1822,11.96
1823,6.709999999999999
1824,9.865
1825,5.665
1826,3.01
1827,2.4699999999999998
1828,1.835
1829,0.72
1830,13.85
1831,18.9
1832,9.17
1833,7.1
1834,6.699999999999999
1835,3.8200000000000003
1836,1.5
1837,15.7
1838,17.45
1839,22.25
1840,15.45
1841,4.26
1842,4.17
1843,1.1800000000000002
1844,0.55
1845,0.55
1846,18.950000000000003
1847,10.355
1848,8.19
1849,9.045
1850,10.425
1851,8.719999999999999
1852,6.32
1853,1.45
1854,0.56
1855,23.85
1856,16.0
1857,13.15
1858,7.92
1859,9.085
1860,5.6850000000000005
1861,5.605
1862,2.705
1863,3.38
1864,1.91
1865,0.635
1866,13.25
1867,8.4
1868,7.375
1869,10.015
1870,2.2
1871,2.31
1872,1.87
1873,0.665
1874,0.535
1875,18.3
1876,19.55
1877,13.2
1878,6.295
1879,6.455
1880,7.46
1881,2.035
1882,18.15
1883,17.4
1884,14.25
1885,9.07
1886,5.335
1887,5.115
1888,4.445
1889,3.635
1890,2.425
1891,1.835
